baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ensembl_gene_id,gene_name,NAME,GENE FAMILY,MOLECULAR TYPE,LOCATION
25.31916583,-0.071631956,0.335321802,-0.213621529,0.830842209,0.947150694,ENSG00000047932,GOPC,golgi associated PDZ and coiled-coil motif containing,PDZ domain containing,transporter,6q22.1
1865.445589,-0.030902947,0.144877387,-0.213304145,0.831089741,0.947150694,ENSG00000111640,GAPDH,glyceraldehyde-3-phosphate dehydrogenase,None,enzyme,12p13.31
65.523494,-0.034349828,0.175063135,-0.196213941,0.844442717,0.952396843,ENSG00000132356,PRKAA1,protein kinase AMP-activated catalytic subunit alpha 1,Protein kinase AMP-activated catalytic subunit alphas,kinase,5p13.1
57.96728427,-0.043909093,0.224262712,-0.195793106,0.844772106,0.952635585,ENSG00000111276,CDKN1B,cyclin dependent kinase inhibitor 1B,None,kinase,12p13.1
11.53528618,-0.077657373,0.406383094,-0.191094005,0.848451944,0.954328974,ENSG00000141564,RPTOR,regulatory associated protein of MTOR complex 1,MTOR complex 1|Armadillo like helical domain containing|WD repeat domain containing,other,17q25.3
13.48365369,-0.065627784,0.362990128,-0.18079771,0.85652636,0.957573843,ENSG00000086300,SNX10,sorting nexin 10,Sorting nexins,None,7p15.2
155.6565743,0.026327006,0.146382639,0.1798506,0.857269858,0.95774864,ENSG00000090432,MUL1,mitochondrial E3 ubiquitin protein ligase 1,Ring finger proteins,None,1p36.12
11.0299465,0.079587593,0.441734382,0.180170701,0.857018559,0.95774864,ENSG00000134324,LPIN1,lipin 1,Lipins|MicroRNA protein coding host genes,None,2p25.1
55.11715572,-0.031706764,0.203987753,-0.155434643,0.876478675,0.964730432,ENSG00000030110,BAK1,BCL2 antagonist/killer 1,BCL2 family,other,6p21.31
58.26624613,-0.031856052,0.216332636,-0.147254954,0.882930786,0.965682234,ENSG00000064012,CASP8,caspase 8,Caspases|Death effector domain containing|Death inducing signaling complex |Ripoptosome,peptidase,2q33.1
20.26794503,-0.046302506,0.314579215,-0.1471887,0.88298308,0.965682234,ENSG00000103319,EEF2K,eukaryotic elongation factor 2 kinase,Calmodulin dependent protein kinases,None,16p12.2
270.3755722,-0.016811074,0.125104299,-0.134376471,0.893104886,0.968727393,ENSG00000088832,FKBP1A,FKBP prolyl isomerase 1A,MicroRNA protein coding host genes|FKBP prolyl isomerases,enzyme,20p13
128.7881611,0.023640972,0.176673487,0.133811656,0.89355151,0.968893443,ENSG00000100292,HMOX1,heme oxygenase 1,None,enzyme,22q12.3
26.62003625,-0.030184108,0.253541074,-0.11905017,0.905235608,0.973114019,ENSG00000172071,EIF2AK3,eukaryotic translation initiation factor 2 alpha kinase 3,Eukaryotic translation initiation factor 2 alpha kinases,kinase,2p11.2
11.09099091,0.049906059,0.424251832,0.117633101,0.906358376,0.973188485,ENSG00000121966,CXCR4,C-X-C motif chemokine receptor 4,C-X-C motif chemokine receptors|CD molecules,G-protein coupled receptor,2q22.1
16.63216436,-0.042383641,0.370662006,-0.114345792,0.908963683,0.974137089,ENSG00000065675,PRKCQ,protein kinase C theta,AGC family kinases|C2 domain containing protein kinases,kinase,10p15.1
919.9163475,-0.010681014,0.09684611,-0.110288514,0.912180566,0.975095409,ENSG00000127022,CANX,calnexin,None,other,5q35.3
147.7068151,-0.015481363,0.162103816,-0.095502767,0.923915493,0.979555692,ENSG00000100219,XBP1,X-box binding protein 1,Basic leucine zipper proteins,transcription regulator,22q12.1
303.823588,-0.008129655,0.098645467,-0.082412855,0.934318414,0.982094322,ENSG00000149547,EI24,EI24 autophagy associated transmembrane protein,None,other,11q24.2
18.4625609,-0.026071757,0.33652966,-0.07747239,0.938247755,0.983431857,ENSG00000164841,TMEM74,transmembrane protein 74,None,other,8q23.1
7.987770909,0.023331198,0.484729757,0.048132382,0.961610739,0.990523174,ENSG00000185359,HGS,hepatocyte growth factor-regulated tyrosine kinase substrate,ESCRT-0|Zinc fingers FYVE-type|MicroRNA protein coding host genes,other,17q25.3
34.22888949,-0.013235461,0.285725934,-0.046322225,0.963053425,0.990816074,ENSG00000150907,FOXO1,forkhead box O1,Forkhead boxes,transcription regulator,13q14.11
30.30768915,-0.005147371,0.294140182,-0.01749972,0.986037956,0.996343229,ENSG00000185624,P4HB,prolyl 4-hydroxylase subunit beta,Protein disulfide isomerases,enzyme,17q25.3
107.8188258,0.002492694,0.14682444,0.01697738,0.986454662,0.996434351,ENSG00000106052,TAX1BP1,Tax1 binding protein 1,None,None,7p15.2
69.04571271,0.002552331,0.191906015,0.013299901,0.989388527,0.997501264,ENSG00000171298,GAA,alpha glucosidase,Glycoside hydrolase family 31,enzyme,17q25.3
94.21076997,0.002155715,0.1688754,0.012765123,0.989815182,0.997570389,ENSG00000138279,ANXA7,annexin A7,Annexins,ion channel,10q22.2
275.335406,-0.000828919,0.111754919,-0.00741729,0.994081913,0.998849413,ENSG00000168397,ATG4B,autophagy related 4B cysteine peptidase,Autophagy related,peptidase,2q37.3
25.86202279,-0.001810571,0.278691534,-0.006496683,0.994816433,0.99906743,ENSG00000101844,ATG4A,autophagy related 4A cysteine peptidase,Autophagy related,peptidase,Xq22.3
6.330912671,-0.002082051,0.582033044,-0.003577205,0.99714581,0.999636111,ENSG00000078804,TP53INP2,tumor protein p53 inducible nuclear protein 2,None,other,20q11.22
1.140170048,0.867652096,1.219069061,0.711733341,0.476629917,NA,ENSG00000078900,TP73,tumor protein p73,None,transcription regulator,1p36.32
0.612283177,0.302523122,1.821743427,0.16606242,0.868107828,NA,ENSG00000158828,PINK1,PTEN induced kinase 1,MicroRNA protein coding host genes,kinase,1p36.12
0.834177694,0.146583878,1.554511778,0.094295765,0.924874214,NA,ENSG00000162595,DIRAS3,DIRAS family GTPase 3,RAS type GTPase family,enzyme,1p31.3
0.830818854,2.261053105,1.592354301,1.419943479,0.155624137,NA,ENSG00000116299,ELAPOR1,endosome-lysosome associated apoptosis and autophagy regulator 1,None,None,1p13.3
0.174669224,-1.323267681,3.160746998,-0.418656628,0.675467097,NA,ENSG00000120341,SEC16B,"SEC16 homolog B, endoplasmic reticulum export factor",None,None,1q25.2
0.877784059,0.16040165,1.566280948,0.102409245,0.918431845,NA,ENSG00000162931,TRIM17,tripartite motif containing 17,Ring finger proteins|Tripartite motif family,enzyme,1q42.13
0.529846614,0.746420175,2.091826476,0.356827004,0.721221319,NA,ENSG00000162711,NLRP3,NLR family pyrin domain containing 3,NLR family|Pyrin domain containing,None,1q44
0.615028813,-0.123481874,1.742670994,-0.070857824,0.943510911,NA,ENSG00000091106,NLRC4,NLR family CARD domain containing 4,NLR family|Caspase recruitment domain containing,other,2p22.3
1.678239183,3.459247049,1.239661368,2.790477415,0.005263037,NA,ENSG00000116016,EPAS1,endothelial PAS domain protein 1,PAS domain containing|Basic helix-loop-helix proteins,None,2p21
2.44308494,0.12896269,1.050678523,0.122742291,0.902311173,NA,ENSG00000198925,ATG9A,autophagy related 9A,Autophagy related,other,2q35
4.063051426,0.362094795,0.675513257,0.536029147,0.591938406,NA,ENSG00000163820,FYCO1,FYVE and coiled-coil domain autophagy adaptor 1,Zinc fingers FYVE-type|GOLD domain containing,None,3p21.31
1.955084063,-1.505829391,1.144340695,-1.315892546,0.188210111,NA,ENSG00000164061,BSN,bassoon presynaptic cytomatrix protein,Zinc fingers PCLO-type,None,3p21.31
0.497392845,-0.738038899,1.958889991,-0.376763832,0.706349121,NA,ENSG00000151577,DRD3,dopamine receptor D3,Dopamine receptors,None,3q13.31
1.607469408,-0.224375054,1.230736495,-0.18230958,0.855339781,NA,ENSG00000121858,TNFSF10,TNF superfamily member 10,CD molecules|Tumor necrosis factor superfamily,cytokine,3q26
0.182549892,0.985015558,3.160746998,0.311640115,0.755314044,NA,ENSG00000073282,TP63,tumor protein p63,MicroRNA protein coding host genes,transcription regulator,3q28
3.807451719,-0.826986533,0.779467064,-1.06096405,0.288706239,NA,ENSG00000145016,RUBCN,rubicon autophagy regulator,MicroRNA protein coding host genes|PIK3C3 complex subunits,other,3q29
4.125743267,0.118543048,0.65255912,0.18165871,0.855850571,NA,ENSG00000132405,TBC1D14,TBC1 domain family member 14,None,other,4p16.1
2.122956509,0.10314001,1.007804722,0.102341265,0.918485803,NA,ENSG00000145335,SNCA,synuclein alpha,None,enzyme,4q22.1
0.42915826,-1.290268138,1.997810873,-0.645840983,0.518382344,NA,ENSG00000184584,STING1,stimulator of interferon response cGAMP interactor 1,None,other,5q31.2
0.317472361,-1.899767736,2.629789883,-0.722402861,0.470046828,NA,ENSG00000237693,IRGM,immunity related GTPase M,None,enzyme,5q33.1
1.424963211,-1.084713721,1.283361264,-0.845213076,0.397991883,NA,ENSG00000169228,RAB24,"RAB24, member RAS oncogene family","RAB, member RAS oncogene GTPases",other,5q35.3
3.590518993,-1.956643449,0.928038031,-2.108365588,0.034999379,NA,ENSG00000285219,HULC,hepatocellular carcinoma up-regulated long non-coding RNA,Long non-coding RNAs with non-systematic symbols,None,6p24.3
2.134874387,0.025227973,0.912937558,0.027633843,0.977954189,NA,ENSG00000112561,TFEB,transcription factor EB,Basic helix-loop-helix proteins,transcription regulator,6p21.1
3.651826042,-0.406933494,0.655253132,-0.621032504,0.534578237,NA,ENSG00000118508,RAB32,"RAB32, member RAS oncogene family","RAB, member RAS oncogene GTPases|A-kinase anchoring proteins",other,6q24.3
3.988169768,-1.575842095,0.733406446,-2.148661364,0.031661253,NA,ENSG00000185345,PRKN,parkin RBR E3 ubiquitin protein ligase,RBR E3 ubiquitin ligases,enzyme,6q26
3.523871348,-0.498561915,0.697115478,-0.715178376,0.474498829,NA,ENSG00000181652,ATG9B,autophagy related 9B,Autophagy related,other,7q36.1
0.353849273,0.908803687,2.300472717,0.395050844,0.692805366,NA,ENSG00000136574,GATA4,GATA binding protein 4,GATA zinc finger domain containing,transcription regulator,8p23.1
2.62453665,1.784199168,0.902741387,1.976423364,0.048106848,NA,ENSG00000157168,NRG1,neuregulin 1,Neuregulins|I-set domain containing,growth factor,8p12
2.504963237,-0.181618587,0.897610681,-0.202335591,0.839654378,NA,ENSG00000156804,FBXO32,F-box protein 32,F-boxes other,None,8q24.13
1.935410791,0.905215391,0.997088089,0.907858996,0.363952724,NA,ENSG00000105339,DENND3,DENN domain containing 3,WD repeat domain containing|DENN domain containing,other,8q24.3
0.677901582,1.996262171,1.624393495,1.228927706,0.219098913,NA,ENSG00000147889,CDKN2A,cyclin dependent kinase inhibitor 2A,None,transcription regulator,9p21.3
0.603420497,-0.262241849,1.749832459,-0.149866833,0.88086968,NA,ENSG00000237984,PTENP1,phosphatase and tensin homolog pseudogene 1,None,None,9p13.3
1.565235358,0.057842651,1.136996572,0.050873197,0.959426563,NA,ENSG00000165507,DEPP1,DEPP autophagy regulator 1,None,None,10q11.21
0.54508025,-2.642794001,1.817952818,-1.453719796,0.146024007,NA,ENSG00000026103,FAS,Fas cell surface death receptor,Tumor necrosis factor receptor superfamily|Death inducing signaling complex |CD molecules,transmembrane receptor,10q23.31
2.086654512,0.239593089,0.911009674,0.262997305,0.792552657,NA,ENSG00000172977,KAT5,lysine acetyltransferase 5,Zinc fingers C2HC-type|MYST type domain containing lysine acetyltransferases|Tip60/Nua4 histone acetyltransferase complex subunits,None,11q13.1
