"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0031507","heterochromatin formation",80,-0.503081020356626,-1.99837806965339,9.02911075969075e-06,0.000554184706321835,0.000464936165219736,4328,"tags=50%, list=22%, signal=39%","6839/53615/5925/22933/8467/22955/23512/55051/55729/5927/55183/144108/2145/57379/5253/54107/2146/10984/25942/3720/23133/11177/1788/8085/10155/83989/51548/1859/84444/9320/84823/1786/23028/4001/8932/57673/29128/546/22893/8091"
"GO:0070828","heterochromatin organization",88,-0.483345531969165,-1.93597061259409,1.12959618550242e-05,0.000672724857009609,0.000564386046201,4328,"tags=48%, list=22%, signal=37%","6839/53615/5925/22933/8467/22955/23512/55051/55729/5927/55183/144108/2145/57379/5253/54107/2146/4524/10984/25942/3720/23133/11177/1788/8085/10155/83989/51548/1859/84444/9320/84823/1786/23028/4001/8932/57673/29128/546/22893/50809/8091"
"GO:0006913","nucleocytoplasmic transport",305,-0.344265748079758,-1.65113619764589,1.12237822575463e-05,0.000672724857009609,0.000564386046201,3754,"tags=34%, list=19%, signal=28%","23511/5534/754/23325/55051/3840/9972/11260/127933/4851/4927/3267/948/284/10527/23225/55746/57510/23214/26097/10628/7248/23039/65083/6788/23165/3842/5371/7514/4686/10892/2254/11261/55696/55341/3728/29969/23049/25909/5295/55929/5514/26019/22916/6774/23293/8692/55677/2316/7249/64328/55308/1660/51684/23636/57187/56478/5663/10155/6059/55706/5569/9631/4193/2737/811/9679/100101267/3837/5903/51548/23633/4928/23381/29072/57506/2932/65125/868/6830/8312/55705/29890/10189/6608/80824/23649/55374/57154/2033/7329/3843/9939/7157/3836/1386/1408/1994/54890/55421/8021/4088/5530/5566"
"GO:0051169","nuclear transport",305,-0.344265748079758,-1.65113619764589,1.12237822575463e-05,0.000672724857009609,0.000564386046201,3754,"tags=34%, list=19%, signal=28%","23511/5534/754/23325/55051/3840/9972/11260/127933/4851/4927/3267/948/284/10527/23225/55746/57510/23214/26097/10628/7248/23039/65083/6788/23165/3842/5371/7514/4686/10892/2254/11261/55696/55341/3728/29969/23049/25909/5295/55929/5514/26019/22916/6774/23293/8692/55677/2316/7249/64328/55308/1660/51684/23636/57187/56478/5663/10155/6059/55706/5569/9631/4193/2737/811/9679/100101267/3837/5903/51548/23633/4928/23381/29072/57506/2932/65125/868/6830/8312/55705/29890/10189/6608/80824/23649/55374/57154/2033/7329/3843/9939/7157/3836/1386/1408/1994/54890/55421/8021/4088/5530/5566"
"GO:0048598","embryonic morphogenesis",519,-0.303979851499595,-1.54487921502696,1.2012101656228e-05,0.000708360700609917,0.000594282924044966,3010,"tags=27%, list=15%, signal=23%","7248/4154/3091/2201/3714/57728/55584/9241/286262/6788/25/60436/57216/55788/2254/23168/25831/655/4188/7046/4522/80184/6662/4524/9573/1889/91663/79798/23059/3280/8321/1844/22943/2202/27443/7249/55636/55112/51684/5594/1969/9653/23332/5663/6468/10155/25861/6497/642658/64327/5100/2737/6670/6722/2821/153572/5629/2909/653/5727/1846/10370/2131/23213/55764/54910/579/8648/7474/4669/6491/3678/29072/348093/4237/187/25836/64398/1387/27031/860/10413/613/65125/9555/9475/65979/8312/1857/11078/26011/140467/1291/79192/6608/9368/1289/81029/2303/8861/23654/10253/3340/5216/23513/668/1290/6664/4904/6886/7157/79971/4038/1028/4313/7709/6913/1954/1499/2295/5573/64220/10194/1284/4088/9968/9935/6910/3167/8091/28982/5566/6299/6422/6935/2637/340784/8324"
"GO:0006412","translation",678,0.305664249451279,1.5112446471967,1.27623070782871e-05,0.000745293952193171,0.000625268269119143,3678,"tags=31%, list=19%, signal=26%","116832/23587/200916/51065/400961/9086/6155/1978/6170/51187/55132/6188/6144/6133/28977/6136/6229/51649/6189/8894/3646/6164/6233/6208/6230/23034/1977/28998/6129/6201/6235/6138/6156/64983/23057/64979/122704/6165/25873/6166/6194/63875/1618/11224/2886/6222/51318/4736/54534/64928/8664/6169/5337/56915/28973/57129/64981/24140/6227/54948/6125/6122/118487/25898/6160/6132/23645/317649/6171/51650/8667/6152/9255/6168/54148/29081/6202/6231/6157/4677/1964/6183/100132147/78988/56853/87178/468/9933/56339/80149/4141/6301/255308/9470/6207/6232/6897/6161/10240/1819/6193/9553/84311/65003/4869/51264/10480/5073/7057/6128/10767/1933/6217/55323/2235/201626/116541/23019/1939/124995/63931/7555/1965/167227/6234/64960/6472/440822/4528/285367/54460/4733/29093/8668/8562/8569/23173/8891/54931/6223/51654/7538/51021/5436/6175/1968/84285/1996/6142/6167/6187/6192/51081/51123/51250/6205/10289/6224/6154/51389/65080/6143/55168/28957/29088/123283/7298/51334/6141/55250/6135/6130/60488/10605/100127983/22868/2064/6176/55139/55695/5917/2107/27230/10884/27257/29074/55173/25983/16/51642/4116/6137/6124/9652/25904/84919/6228/3396/124454/1545/5188/5997/8666/65008/11340/53918/6206/10209/84881/54505/8994"
"GO:0006402","mRNA catabolic process",234,-0.372969177478468,-1.74199471377184,1.39260011823392e-05,0.000805431702997793,0.000675721150487189,3698,"tags=32%, list=19%, signal=27%","55051/9567/26058/91875/115024/54464/22882/56006/10949/23318/9337/8761/55571/6050/80349/27161/255967/4686/3658/23049/23185/1869/10922/55181/26019/22916/4076/23293/9967/4615/54512/253943/1660/115572/56478/5578/406919/2521/11044/10957/28960/8570/129563/8241/10658/23381/57690/3182/1153/3184/3192/9475/9641/23367/80153/26523/550643/8148/51594/6499/79068/22803/9698/4343/54915/340719/4904/23016/9939/10642/1994/57472/54890/9513/118460/7431"
"GO:0046688","response to copper ion",31,0.680382509915497,2.12879065245878,1.44091182742938e-05,0.000817649494527144,0.000685971330754364,1014,"tags=29%, list=5%, signal=28%","4495/4496/4494/4493/4499/4502/4489/983/4780"
"GO:0006364","rRNA processing",219,0.397636731547087,1.78268060175897,1.43914576080263e-05,0.000817649494527144,0.000685971330754364,3225,"tags=36%, list=16%, signal=30%","10360/6155/55759/6229/84154/29777/10436/6208/6230/92856/6129/55011/6201/10969/6165/55813/6194/11224/404672/4736/55505/85395/56915/10438/6227/6125/25879/285855/11157/29081/155400/6202/10200/64216/10248/57050/55661/51367/90121/51018/51077/6232/55006/55781/11137/51096/2483/8886/6217/51575/51013/51118/51504/23160/55646/6234/3669/26156/114049/51154/4809/9277/80135/6223/10412/90459/84128/9188/6154/65080/84135/6135/6130/55164/83732/81887/55695/9326"
"GO:0007019","microtubule depolymerization",41,-0.604538292898311,-2.12912208160072,1.50189795341844e-05,0.000834684959660278,0.000700263323552762,4609,"tags=56%, list=23%, signal=43%","6314/59341/3796/26586/9793/6683/57551/4281/9181/23271/10013/23332/324/11004/4130/58526/89927/89795/10300/2258/4131/57701/50861"
"GO:0072001","renal system development",287,-0.351666994279579,-1.68358582200589,1.51256293604273e-05,0.000834684959660278,0.000700263323552762,4368,"tags=37%, list=22%, signal=29%","2028/10018/9788/168002/7849/1948/28999/2200/4868/3911/55366/55083/1285/6772/163/38/84662/168667/5087/4326/25937/2043/25959/79810/2246/30812/162/4851/4091/284/8829/26146/55746/9953/6092/8842/93/2263/7248/5972/203286/4092/9241/57216/655/139285/7046/80184/2146/6662/11174/1063/8692/2045/3280/80000/9955/9653/596/5420/2737/153572/5629/5175/11020/6382/5727/2131/23213/23129/793/7474/8879/25836/27031/10413/3399/3913/79192/6608/29927/4854/2303/1282/6664/7917/51107/171023/7541/4038/1028/5154/1499/10220/64220/4088/5530/182/9353/3248/6299/6422/90780/4953/9500"
"GO:0071417","cellular response to organonitrogen compound",545,-0.296171071649747,-1.50746924334004,1.50204425534101e-05,0.000834684959660278,0.000700263323552762,4262,"tags=32%, list=22%, signal=26%","4882/376497/1729/3784/114814/28999/5590/2200/1395/493/3480/5786/5925/9693/22933/57657/83667/84706/6654/5170/5584/3208/6772/333/2730/89766/2043/54464/6714/2740/9518/5305/64900/948/3708/90933/64710/132864/6818/3667/6720/538/57190/10021/112/1398/2775/4149/25/6599/51617/1663/55777/2549/7532/6667/83990/64121/2769/3728/7442/51738/5295/9148/9181/8473/64397/2146/6662/79746/2767/6774/5315/8396/6263/10999/2946/143686/25942/6778/2887/824/2316/7249/4142/5594/2782/55107/5578/5663/1788/8835/6339/197131/599/10499/598/1509/9215/4193/85397/6198/6844/6885/2671/8851/4804/55023/65010/8648/478/11132/5591/5970/9847/10365/8914/10919/9640/2534/6777/55625/2932/9564/5747/3184/140710/9475/10014/1786/23367/2203/5071/29988/1291/9368/57727/5770/2303/23028/1282/2889/2771/1399/1290/2033/3843/57492/5028/142/7157/208/3363/1386/729438/7155/4313/10518/2562/1499/6548/5573/5167/4131/1445/8503/5530/156/3488/4035/7431/5566/9353/6422/6935"
"GO:0042274","ribosomal small subunit biogenesis",102,0.477607599165987,1.91710676564755,1.56942464950346e-05,0.0008504584925012,0.000713496611637705,3608,"tags=44%, list=18%, signal=36%","51065/6229/29777/6189/10436/6208/6230/92856/6201/55813/6194/404672/85395/6169/6227/25879/11157/6202/57050/90121/51077/6207/6232/6193/4869/55781/51096/6217/51118/7520/23160/6234/4809/9277/6223/84128/51081/6205/84135/83732/25983/6228/11056/6206/51406"
"GO:0021987","cerebral cortex development",114,-0.436202992581927,-1.84180384344856,1.5573240952103e-05,0.0008504584925012,0.000713496611637705,3957,"tags=39%, list=20%, signal=32%","5830/114327/7846/1600/388677/9928/259266/285025/23380/79633/7248/3091/1398/6867/6513/57178/10460/4192/2316/5663/83696/153241/2737/8851/22903/8648/89927/64398/2932/85458/6608/221692/23028/10579/1399/79143/2258/5454/26468/1499/26153/3014/9353/1000/153090"
"GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",243,-0.366204995184141,-1.71807704438114,1.58393108950001e-05,0.000850655848512729,0.000713662184498407,4319,"tags=38%, list=22%, signal=30%","28996/168002/1761/2200/3303/7148/64426/10273/55756/6423/5170/168667/399473/4851/4091/94/2022/7049/5931/84312/93/4926/2201/4092/9241/23625/25/2254/54778/94031/22938/655/7046/8473/9573/81031/10984/3280/8321/25942/22943/8646/79595/54756/8819/406919/23420/56937/6497/10272/199699/51341/653/25970/6498/27122/11117/10370/23213/222663/7474/348093/2734/64398/331/8425/1387/1003/9110/63893/8312/10755/9839/10468/10253/57154/4221/6664/2033/25805/142/7157/1028/4756/117166/23089/4088/4035/23090/3791/6422/375567/6935"
"GO:0080135","regulation of cellular response to stress",603,-0.288454015027312,-1.47967175586154,1.81280752792073e-05,0.000964959051366654,0.000809557455878154,4348,"tags=32%, list=22%, signal=26%","54929/10018/59341/28996/6419/10474/79794/1843/5604/57465/56970/3480/6598/55765/3303/9770/125476/55719/6423/6449/114609/2074/9867/57223/754/84250/23201/51149/84501/2305/2043/29978/7266/9709/79444/83933/948/9913/8193/84787/8877/151987/8440/9275/150275/57551/84962/1407/140885/55183/27102/64210/1398/6788/6874/25/6599/4077/23450/673/4281/768211/5371/1663/64170/196528/79085/29035/26272/9675/4582/29969/27035/387893/655/5605/5610/5295/56950/55929/5514/91445/9181/55031/4615/55074/158880/54617/10116/355/22954/2281/57007/7428/6604/24144/10013/2316/3190/29117/55611/1660/1388/5594/5429/596/1788/6416/84309/2521/10155/112869/5871/4137/598/4193/51360/23239/7454/2324/50640/11143/29086/6498/7398/1032/3476/51548/26168/1859/54910/8289/6387/4798/23542/7474/2530/4296/5591/80314/29072/9860/8914/29108/4216/331/1387/55872/2932/56893/9344/7468/605/84717/2907/9475/344558/8312/6591/5071/55193/65992/1981/8975/3489/5770/80824/23028/5187/6597/6602/4221/63979/2033/7917/57492/7528/7158/9965/6605/142/7157/267/25946/7155/4756/84900/3014/7070/8091/10391/153090/8324"
"GO:0019646","aerobic electron transport chain",86,0.495583628629049,1.93385632460601,1.84851351034558e-05,0.000975334102169179,0.000818261659150202,2721,"tags=33%, list=14%, signal=28%","29103/1349/4706/54205/9167/4537/7388/4697/4539/4513/4536/4710/4712/1327/4698/1350/790955/1329/11315/6390/4725/1345/1347/4709/7381/1340/7386/4731"
"GO:1903131","mononuclear cell differentiation",365,-0.327858158486931,-1.6101993887516,1.90197184733879e-05,0.000994813970586334,0.000834604396900885,3263,"tags=27%, list=16%, signal=23%","54567/3662/146433/4783/57089/538/7248/6482/55626/4092/3714/25/6599/673/57379/64421/407975/10892/196528/3707/25831/5295/5532/2146/1316/6097/6774/57178/79798/9655/4192/6778/3635/6604/29117/55636/1209/139818/56262/596/5663/2177/140685/23240/359948/79840/2737/6670/51341/6722/9678/84807/11143/3106/6929/57580/8289/3665/5591/9759/6522/4297/3955/6777/860/29102/9092/10014/55193/558/7301/8943/6597/9580/6602/22985/4221/23598/2033/57492/7528/6605/2242/7157/10320/6666/8544/1386/7155/3566/29781/1499/1021/8503/9935/3956/6422/6935/3988/8324"
"GO:0034329","cell junction assembly",401,-0.315698867076048,-1.56513753963806,1.98961305681076e-05,0.00103168297730317,0.000865535843407514,3180,"tags=29%, list=16%, signal=25%","23499/84962/6092/23380/1308/2701/261734/7162/7248/8506/22941/151306/1398/4092/8874/25/56133/22829/51225/287/3728/382/389/51738/8927/1949/8473/85358/57717/2045/6801/2596/27445/8321/22943/8292/23229/11178/1969/596/5578/23332/8502/23768/9215/28988/5364/8443/324/6585/1008/6722/5175/9076/23129/56123/84628/575/7474/3678/57555/6624/5783/187/22865/56288/347902/9379/1003/5747/10160/2049/1108/9344/613/9475/23284/57502/55209/6591/1946/1981/5818/1002/8861/23654/26050/402/2889/119/9748/9647/1399/2258/64101/4038/54413/2562/1499/6548/54549/3655/10266/4131/4088/7070/6910/57633/5566/79834/3791/1000/23394/6422/10391"
"GO:0071294","cellular response to zinc ion",18,0.781334855273974,2.12886289731111,2.03800518257619e-05,0.00104190381493577,0.000874110668732048,1029,"tags=44%, list=5%, signal=42%","4495/4496/4494/4493/4499/4502/4489/706"
"GO:0007411","axon guidance",198,-0.377026185261749,-1.72388033421077,2.09593286130056e-05,0.00104190381493577,0.000874110668732048,4310,"tags=38%, list=22%, signal=30%","6091/91653/2042/3730/1948/23077/6405/6654/10509/627/5879/220202/23767/2043/3908/4851/8829/8482/6092/80031/9241/23114/8828/5361/6477/655/1949/55558/1889/2045/2596/10013/3799/55740/9252/23768/5364/2737/6585/2909/8851/5727/4804/2131/23129/8633/54910/6387/7474/64855/2534/5747/4858/2049/91624/1946/3913/6608/4854/5818/1002/23654/54915/374946/2115/3897/6324/4756/1954/9353/9638/54437/55701/1947/2637"
"GO:0097485","neuron projection guidance",198,-0.377026185261749,-1.72388033421077,2.09593286130056e-05,0.00104190381493577,0.000874110668732048,4310,"tags=38%, list=22%, signal=30%","6091/91653/2042/3730/1948/23077/6405/6654/10509/627/5879/220202/23767/2043/3908/4851/8829/8482/6092/80031/9241/23114/8828/5361/6477/655/1949/55558/1889/2045/2596/10013/3799/55740/9252/23768/5364/2737/6585/2909/8851/5727/4804/2131/23129/8633/54910/6387/7474/64855/2534/5747/4858/2049/91624/1946/3913/6608/4854/5818/1002/23654/54915/374946/2115/3897/6324/4756/1954/9353/9638/54437/55701/1947/2637"
"GO:0042063","gliogenesis",285,-0.346244279423956,-1.65497329456148,2.08800538961699e-05,0.00104190381493577,0.000874110668732048,4250,"tags=35%, list=21%, signal=28%","9639/5604/28999/8890/5925/22933/8613/145864/5584/1840/7846/2824/23512/5534/1600/2043/5787/30812/3908/4851/1463/2629/4665/2068/146433/23380/4152/54587/8506/10810/57165/9241/25/1181/4099/9463/2146/6662/6774/4615/57178/2596/3280/4192/2817/79006/5594/55107/5663/6497/4137/9215/2737/8851/728/9331/147495/89927/4669/5970/64398/3572/56288/91012/4118/5453/79885/26011/482/4692/3913/9682/6608/1267/5803/9839/9580/23513/1399/6664/79143/5028/3949/5454/6886/7157/208/1499/1021/1445/2119/9921/9968/1462/4035/7431/1000/274/153090/6656"
"GO:0050767","regulation of neurogenesis",345,-0.330798392264919,-1.61097517521349,2.04860364873448e-05,0.00104190381493577,0.000874110668732048,4310,"tags=37%, list=22%, signal=29%","6091/22902/5604/57465/23316/5925/9693/22933/6405/10509/627/145864/5584/26039/6860/1600/118813/2043/27067/30812/4851/1463/259266/8829/8482/54567/146433/23499/6092/4133/4152/57165/3091/1982/23011/80031/9241/2664/1181/673/4099/7533/5361/22938/655/5605/1949/9148/55558/2146/85358/6049/4076/1638/2045/3280/4192/22954/79006/6604/10013/55636/5663/390992/84667/6497/8650/4137/5364/2737/55502/6585/6722/5629/283659/6498/9820/23129/393/54910/6387/9706/7474/81559/5970/63925/3572/5978/5108/10413/56965/57609/1946/26011/9682/6608/1002/23028/5803/23654/1627/57154/6664/3949/374946/3897/2258/8322/7157/8831/4038/8864/1954/1499/4131/2119/9921/7070/1462/5530/51593/9353/57611/23394/54437/274"
"GO:0010043","response to zinc ion",36,0.638651174410102,2.06471613342489,2.28017816525931e-05,0.00112420259541268,0.000943155662144359,1029,"tags=25%, list=5%, signal=24%","4495/4496/4494/445/4493/4499/4502/4489/706"
"GO:0007623","circadian rhythm",177,-0.391371417732574,-1.76746110781597,2.42654712339694e-05,0.00118664072741729,0.000995538460382109,3258,"tags=36%, list=16%, signal=30%","4704/463/4783/6720/1407/5927/8239/10533/5371/1642/83759/5601/51738/8473/2146/6097/2767/9967/85457/114781/25942/5500/23064/23373/79723/22992/10499/5629/23239/2063/23291/4804/51548/1859/9456/64839/4669/7153/5591/8914/4297/2932/3184/3192/9475/6421/92369/3399/10075/7166/1454/5187/2033/142/7157/3363/402055/8864/7874/1408/5602/1453/22809/9500"
"GO:0007507","heart development",545,-0.292576506181066,-1.48917340891899,2.47760849726848e-05,0.00120183992831209,0.00100828990966936,4244,"tags=33%, list=21%, signal=27%","5604/56999/3784/1856/1948/53615/4916/54903/2200/3480/5925/23054/4194/55273/6654/200894/6423/80173/6789/55897/6444/51676/163/5534/23767/64783/9150/79810/162/1009/4851/4091/94/56006/2022/8829/54567/7049/6092/4211/93/4152/2263/1832/7248/3091/1982/203286/10021/4092/9241/6788/25/57216/8131/53834/8828/407975/287/2254/9794/196528/83538/25831/655/5605/56950/64091/7046/5532/4522/6662/11174/2767/10614/5463/1889/57178/23059/3280/8321/22943/80000/3720/6604/2316/84700/6717/7249/55636/51684/4629/5594/5663/6416/10637/8751/6497/23768/642658/9215/4193/324/22980/2737/199699/811/6722/5629/653/5727/11117/10370/2131/51548/23129/55764/205428/7273/23118/7474/4669/6491/5591/29072/187/25836/27031/5978/10413/5747/9242/7468/3192/80274/790/7423/65125/5600/26281/9475/6591/26011/3399/6608/1289/2303/7075/2050/3340/1399/6664/2033/8932/7528/9965/171023/2242/7157/7541/1386/6196/4313/285590/1954/1499/6548/5573/64220/10266/4088/9968/6910/156/1848/182/80313/9353/3791/6299/7132/8324"
"GO:0048863","stem cell differentiation",217,-0.368534760513089,-1.69202192336612,2.54016849176977e-05,0.00122232907823961,0.00102547938943531,2511,"tags=32%, list=13%, signal=28%","8829/8482/2068/5931/2263/3091/80031/9241/25/8828/655/4054/5610/2146/6662/6774/25920/10322/3280/8321/23081/3720/10019/55593/5594/596/83989/5717/6722/8621/10370/2131/51548/54910/64839/5591/29072/57459/2932/860/4300/5978/10413/1108/3192/65979/6591/6608/2303/100170841/9698/54815/124540/9965/6886/7157/1499/6548/1021/2/1107/6910/182/8091/1000/54437/6422/1947/2637"
"GO:0046686","response to cadmium ion",51,0.578779814629894,2.05024743078579,2.58826778318753e-05,0.001235589739355,0.00103660449060994,3761,"tags=39%, list=19%, signal=32%","4495/4496/4494/4493/4499/4502/8820/64116/4489/983/4521/7341/2729/2353/4864/3725/9350/653361/7015/4968"
"GO:0008285","negative regulation of cell population proliferation",754,-0.270273190793544,-1.4122869050538,2.61313302303298e-05,0.00123763741209003,0.00103832239638791,4332,"tags=32%, list=22%, signal=26%","9788/59341/6091/22902/442907/9776/1843/5604/54997/1948/9529/5925/9693/22933/4194/6598/11061/3303/6405/197358/8838/4117/115704/10509/10536/6423/7857/11040/80173/9537/50514/1285/6789/112755/6772/64115/1600/4134/2768/79084/2043/10766/25959/54984/65268/4851/4091/94/96459/25817/84678/8829/283/8482/54567/8440/7049/79812/10672/4133/8848/2263/7162/5793/27102/7248/80031/55626/112/4092/9241/6788/3636/2664/53834/27153/5371/51225/407975/5745/4099/7533/83990/196528/26272/382/655/51738/1869/1949/5610/9148/56950/7046/83593/55558/9738/6662/6049/6774/2045/6801/3280/2550/162681/22943/79647/25987/3635/22954/11070/23287/3720/57007/7428/10013/2316/10019/7249/79789/694/55214/115572/23636/8335/596/5663/11236/6497/23240/5364/10498/4193/324/2737/6585/199/6722/5629/1488/11285/9678/129563/23047/653/5727/4804/8241/1032/10370/23213/51548/10658/3159/393/54910/1718/575/9706/2192/7474/5152/7027/4163/64855/57447/9860/6522/4297/5217/6751/2534/4330/1400/1003/5978/10413/7073/57609/10181/5600/868/7023/64743/27340/6591/55193/3486/590/9368/3489/1487/81857/55654/8805/10290/10253/5780/4221/23513/6664/374946/10664/7536/2258/7157/8831/4038/51621/6196/6567/1028/8864/4756/7709/1499/1021/10220/5573/64175/1445/9921/4088/7070/6910/5530/22809/3488/7431/2173/9353/9927/54437/6422/9500/6935/153090/4881"
"GO:0045321","leukocyte activation",732,-0.27579920071289,-1.43550047179168,2.77720644596687e-05,0.00130507006035084,0.0010948953702274,3438,"tags=25%, list=17%, signal=21%","96459/2629/1773/292/6812/84787/8877/57817/283234/54567/8440/3662/4783/140885/57089/538/55183/399687/7248/6482/55626/4092/3714/25/6599/673/57379/64421/6284/867/407975/54900/10892/196528/7442/10451/3460/79155/3707/25831/22976/1949/5295/8754/83593/5532/2146/1316/3105/6097/6774/4615/8692/57178/79798/9655/3280/4192/51293/6778/3635/2281/6604/56848/29117/55636/79465/1209/139818/25800/56262/596/81609/5663/406919/8227/2177/5880/140685/23240/4137/359948/79840/2737/6670/51341/199/6722/5395/6844/9678/7454/84807/11143/3485/6929/728/3476/30011/5819/9473/57580/8289/7474/4669/5591/9759/6522/6541/4297/63925/29108/3955/3572/2534/6777/975/860/29102/9092/7468/613/55904/868/6830/10014/55193/558/50487/80381/7301/8943/911/3916/6597/9580/6602/4221/23598/23513/6664/2033/7917/2319/57492/3949/7528/7158/6605/25853/2242/7157/10320/2934/6666/1386/200081/7155/3566/29781/1499/1021/5573/10814/1445/4478/118460/4088/8503/9935/7070/5530/3956/6422/8291/6935/3988/28755/1947/8324"
"GO:0016358","dendrite development",219,-0.367800569702263,-1.70020651768838,2.81301904450458e-05,0.0013116519033097,0.00110041724188943,4232,"tags=36%, list=21%, signal=28%","57465/23316/4139/9693/55619/50944/26039/1600/7988/2043/27067/1496/23098/8829/8440/23380/4133/7162/116443/80243/1982/23181/23011/1398/25/51225/7533/8499/158866/382/655/51738/9148/57468/2146/85358/10152/4076/23271/6801/10013/9922/1952/11178/5663/57498/10498/8851/653/55236/9820/1072/22903/57580/4130/23542/57555/2534/2932/10160/2049/9344/56965/84879/221692/26050/1627/1399/23237/8322/8831/4038/10642/473/4131/50807/5530/153090"
"GO:0040008","regulation of growth",539,-0.296316255398184,-1.50886112533413,2.96839605719848e-05,0.00137345402184991,0.00115226645329632,4175,"tags=32%, list=21%, signal=26%","27296/23077/583/5925/6598/3303/6405/83667/10509/627/5830/6423/253260/6860/6789/1154/137964/136319/118813/9150/9928/7003/4851/9826/94/9518/151835/84678/8829/817/8482/57699/8877/4501/55602/7049/5931/221927/23499/116224/4133/81621/2263/3091/1982/23011/80031/131566/4092/9241/6788/25/2664/5371/407975/55777/1410/4099/4686/2254/51738/203245/8725/7046/55558/6049/55031/6774/11007/54512/8692/54617/2045/2596/6197/55210/5518/25942/728642/22954/3720/8292/10013/56848/5515/1735/694/80014/55636/85407/596/64223/9792/8751/8835/4137/598/23025/6585/54825/6722/6198/5629/11143/5727/64061/1032/10370/147906/393/54910/9962/6387/9706/10276/7474/8879/25836/2137/6777/8425/2932/6414/1785/9564/10413/9344/84879/57609/5600/84717/26281/8455/2203/1946/5071/3486/6608/1981/1002/2303/79068/6597/10235/1654/57154/3371/3487/9647/1399/340719/6494/7528/374946/3897/2258/5454/7157/1954/6548/5167/26153/4131/4088/6910/1848/3488/28982/9353/57611/23394/54437/6422/150465/4881"
"GO:0071396","cellular response to lipid",485,-0.299800520795403,-1.50980919302974,3.17722389070762e-05,0.00145885509180201,0.0012239141287306,3137,"tags=24%, list=16%, signal=21%","6720/1407/140885/84458/2263/10318/151306/112/25/6257/57379/54541/28964/10892/7533/22938/79155/85363/8754/1911/8725/6662/477/6049/6097/4615/57178/3280/23081/824/10013/56848/23064/10521/57617/5594/5196/2782/5578/7181/8085/56937/109/8751/6339/9420/6294/599/10498/811/51341/6198/2671/9076/5727/10270/8289/11093/478/7474/5970/29108/23209/6751/4330/55625/2932/5978/10413/8284/3184/3192/613/133522/164091/9475/10014/7023/2203/6591/1946/65992/558/3399/6608/9516/81029/23028/10594/55809/5187/6597/8805/6602/6258/3371/10865/2033/3949/92140/8322/142/2242/108/4313/3654/1408/1645/9612/4478/7431/1374/6422/153090/8324/22900"
"GO:0010720","positive regulation of cell development",376,-0.321749498890751,-1.58127608252189,3.2258460832325e-05,0.00146995940838208,0.00123323015335061,4310,"tags=34%, list=22%, signal=27%","6091/22902/5604/54997/57465/23316/5590/5925/22933/6598/4352/627/100/145864/5584/26039/64115/64410/118813/2043/27067/30812/4851/1463/259266/8829/8482/146433/23499/6092/57165/3091/1982/23011/55626/4092/6599/2664/1181/673/5991/4099/10892/5361/196528/22938/3707/5605/9148/55558/85358/4076/57178/1638/9655/3280/4192/3635/22954/79006/6604/10013/29117/5196/596/5578/140685/8650/4137/5364/2737/6722/84807/4618/6498/9820/23129/8289/6387/64855/5591/5970/63925/3572/6777/1003/9092/118/56965/133522/1946/55193/26011/558/50487/6608/1002/23028/8943/5803/23654/6597/9580/1627/6602/22985/57154/6664/57492/6605/3897/8322/2242/6666/3566/1954/1499/4131/2119/1462/5530/51593/9353/57611/23394/274"
"GO:0006282","regulation of DNA repair",211,-0.371708773682734,-1.7096294947165,3.3317252617988e-05,0.00150679153757292,0.00126413066126343,5269,"tags=43%, list=27%, signal=32%","57332/23347/2140/84893/10039/55274/1025/10459/10629/11284/9577/2648/545/6314/57103/8505/672/54929/6419/10474/56970/6598/125476/55719/2074/57223/84250/23201/51149/84501/2305/83933/9913/8193/84787/151987/9275/150275/55183/64210/6874/25/6599/23450/5371/1663/196528/387893/55929/158880/54617/6604/24144/29117/55611/1660/5429/84309/2521/10155/112869/7454/11143/29086/7398/51548/26168/8289/4798/5591/80314/29072/8914/56893/7468/605/84717/55193/23028/6597/6602/63979/57492/7528/7158/6605/142/7155/3014/8091"
"GO:0097150","neuronal stem cell population maintenance",21,-0.713191924169338,-2.12940713350106,3.49415595184876e-05,0.00155684059632372,0.00130611958153317,3512,"tags=52%, list=18%, signal=43%","4851/259266/3280/2177/5629/5978/5108/10642/182/51593/1000"
"GO:0060840","artery development",89,-0.47438945126839,-1.90096913635432,3.48601465729657e-05,0.00155684059632372,0.00130611958153317,3512,"tags=45%, list=18%, signal=37%","4851/4091/94/2022/8829/54567/6092/93/4092/9241/8131/196528/25831/7046/11174/57178/81031/3280/4192/4638/55636/51684/2737/6722/5629/4804/10370/23129/4669/187/4854/2303/4016/3340/3949/64220/182/4035/3248/60681"
"GO:0031109","microtubule polymerization or depolymerization",127,-0.426487252745882,-1.82913018546484,3.73347665554802e-05,0.00160614501452055,0.00134748378170565,4107,"tags=41%, list=21%, signal=33%","3796/3303/54801/26586/5879/7846/9793/4134/6683/57551/114791/4133/4926/85378/51673/8874/25/4281/28964/1410/9181/157922/23271/10013/23332/220134/4137/324/8851/11004/1859/4130/58526/89927/10382/7756/1003/89795/25999/10300/402/2258/2242/7283/10982/1639/55755/23354/1453/4131/57701/50861"
